Ticket No,Request ID,RequestorSeniority,FiledAgainst,TicketType,Severity,Priority,Max Day
14758,344,,Access/Login,Request,2 - Normal,3 - High,0.0
15630,1587,,,Request,2 - Normal,0 - Unassigned,
38586,1344,1 - Junior,Hardware,Request,Unknown,1 - Low,113.0
44971,1969,,Software,Request,2 - Normal,0 - Unassigned,4.0
48757,1308,3 - Senior,Hardware,Issue,2 - Normal,3 - High,7.0
11982,644,4 - Management,Systems,Request,2 - Normal,3 - High,9.0
26911,1750,4 - Management,Access/Login,Req,,3 - High,0.0
38758,1452,,Systems,Request,2 - Normal,2 - Medium,6.0
30024,1467,2 - Regular,Systems,Request,3 - Major,0 - Unassigned,8.0
33125,1425,4 - Management,Access/Login,Request,2 - Normal,3 - High,
36071,946,1 - Junior,,Request,1 - Minor,0 - Unassigned,20.0
10881,596,4 - Management,Software,Request,2 - Normal,3 - High,3.0
27772,660,4 - Management,Systems,Request,2 - Normal,3 - High,214.0
15214,1051,4 - Management,Access/Login,Req,2 - Normal,3 - High,0.0
37069,1199,2 - Regular,Systems,Request,2 - Normal,2 - Medium,16.0
1628,1781,,Software,Request,2 - Normal,3 - High,7.0
4482,652,4 - Management,Access/Login,Issue,2 - Normal,3 - High,1.0
22842,1829,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,6.0
31791,1788,3 - Senior,Hardware,Request,2 - Normal,3 - High,29.0
13385,525,4 - Management,Software,Request,2 - Normal,0 - Unassigned,3.0
11673,736,3 - Senior,Software,Issue,,3 - High,0.0
6172,1576,2 - Regular,Access/Login,,2 - Normal,3 - High,0.0
20533,1360,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0.0
32265,122,3 - Senior,Systems,Request,2 - Normal,High Priority,11.0
48170,901,,Software,Request,2 - Normal,0 - Unassigned,8.0
15740,1551,3 - Senior,Access/Login,Request,2 - Normal,1 - Low,1.0
22979,1507,2 - Regular,Systems,Request,2 - Normal,High Priority,6.0
35943,1657,3 - Senior,Software,Request,2 - Normal,3 - High,5.0
30987,1000,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0.0
36788,1130,2 - Regular,Software,Req,2 - Normal,,7.0
19188,1610,2 - Regular,Systems,Request,2 - Normal,2 - Medium,11.0
17571,1911,3 - Senior,Access/Login,Request,,0 - Unassigned,0.0
45061,1571,1 - Junior,Systems,Issue,2 - Normal,2 - Medium,3.0
1366,1174,4 - Management,Software,Issue,2 - Normal,2 - Medium,1.0
36959,1605,2 - Regular,Systems,Issue,1 - Minor,1 - Low,7.0
23,1435,3 - Senior,Systems,Request,2 - Normal,,14.0
46760,1386,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,11.0
19112,1841,2 - Regular,Access/Login,Req,2 - Normal,High Priority,0.0
22421,1629,3 - Senior,Systems,Issue,2 - Normal,3 - High,9.0
16061,830,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,5.0
12127,287,,Systems,Request,2 - Normal,3 - High,10.0
44889,338,1 - Junior,Hardware,Request,Unknown,1 - Low,
2385,1043,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,1.0
42066,835,2 - Regular,Systems,Request,2 - Normal,3 - High,5.0
9183,738,2 - Regular,System,Issue,2 - Normal,0 - Unassigned,0.0
7549,1126,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
45785,1945,,Software,Request,2 - Normal,1 - Low,5.0
21773,1907,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
39773,1409,3 - Senior,Hardware,Request,2 - Normal,0 - Unassigned,10.0
28217,857,2 - Regular,Software,Issue,2 - Normal,2 - Medium,4.0
1106,719,,Software,Request,2 - Normal,High Priority,3.0
44950,226,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
4916,1507,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,
41388,1415,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,17.0
2438,1898,2 - Regular,Systems,Request,3 - Major,3 - High,5.0
18711,690,4 - Management,,Issue,2 - Normal,,0.0
13993,726,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0.0
43820,625,1 - Junior,Systems,Issue,2 - Normal,0 - Unassigned,4.0
21660,1648,3 - Senior,Software,Request,2 - Normal,3 - High,3.0
33472,577,1 - Junior,Systems,Request,2 - Normal,1 - Low,20.0
11888,635,1 - Junior,Hardware,Request,2 - Normal,1 - Low,12.0
4540,365,3 - Senior,Systems,Request,2 - Normal,2 - Medium,14.0
14102,1142,2 - Regular,Systems,,2 - Normal,0 - Unassigned,-1.0
38509,1422,2 - Regular,Systems,Issue,2 - Normal,3 - High,3.0
35464,1611,3 - Senior,Systems,Issue,2 - Normal,3 - High,3.0
30586,883,1 - Junior,Systems,,2 - Normal,3 - High,20.0
46407,1259,1 - Junior,System,Request,2 - Normal,2 - Medium,15.0
35542,1785,2 - Regular,Hardware,Request,,0 - Unassigned,33.0
24128,6,,Access/Login,Request,2 - Normal,2 - Medium,0.0
45584,344,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,
7778,254,1 - Junior,Hardware,Req,,2 - Medium,6.0
663,1483,3 - Senior,Systems,Request,2 - Normal,3 - High,6.0
11174,271,2 - Regular,,Request,2 - Normal,2 - Medium,0.0
6932,748,3 - Senior,Software,,2 - Normal,2 - Medium,11.0
29182,1794,2 - Regular,System,Request,2 - Normal,,0.0
29135,578,1 - Junior,,Request,,2 - Medium,0.0
33568,1793,1 - Junior,Software,Request,,0 - Unassigned,6.0
16313,125,3 - Senior,Access/Login,Req,2 - Normal,3 - High,0.0
41577,460,2 - Regular,Systems,Issue,4 - Critical,0 - Unassigned,3.0
26372,1742,3 - Senior,Systems,Request,2 - Normal,3 - High,21.0
31306,829,,,Request,2 - Normal,2 - Medium,9.0
34892,1878,1 - Junior,Systems,Request,2 - Normal,1 - Low,21.0
6742,669,3 - Senior,Hardware,Req,3 - Major,3 - High,13.0
20924,791,4 - Management,System,Issue,2 - Normal,3 - High,2.0
47059,1317,4 - Management,Software,Request,,3 - High,4.0
5634,764,2 - Regular,Access/Login,Req,2 - Normal,3 - High,0.0
20045,67,4 - Management,Access/Login,,Unknown,0 - Unassigned,0.0
13607,1180,4 - Management,Systems,Issue,2 - Normal,3 - High,5.0
8082,579,4 - Management,Systems,Request,1 - Minor,3 - High,21.0
39830,216,4 - Management,Hardware,Req,2 - Normal,3 - High,12.0
39640,481,3 - Senior,Hardware,Req,2 - Normal,2 - Medium,11.0
11875,1900,4 - Management,Systems,Request,2 - Normal,3 - High,9.0
1643,878,2 - Regular,Software,Issue,1 - Minor,,9.0
32151,1009,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,6.0
5688,1952,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,10.0
7235,1493,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
37699,840,2 - Regular,Systems,Request,2 - Normal,2 - Medium,16.0
30585,1756,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,21.0
22348,232,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,
8984,1090,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
16503,797,2 - Regular,System,Request,2 - Normal,0 - Unassigned,14.0
551,68,4 - Management,Systems,Request,2 - Normal,High Priority,
23550,1292,1 - Junior,System,Request,2 - Normal,1 - Low,0.0
48399,1024,2 - Regular,Systems,Request,,3 - High,8.0
14506,1914,3 - Senior,Systems,Request,2 - Normal,3 - High,6.0
24820,1565,2 - Regular,System,Request,2 - Normal,1 - Low,298.0
21471,684,3 - Senior,Access/Login,Request,2 - Normal,1 - Low,0.0
39890,1169,2 - Regular,Hardware,Issue,2 - Normal,0 - Unassigned,5.0
41063,1185,2 - Regular,Hardware,Issue,2 - Normal,,7.0
46145,256,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1.0
18566,1048,2 - Regular,Systems,Request,2 - Normal,High Priority,
13162,497,2 - Regular,Hardware,Issue,3 - Major,1 - Low,15.0
22043,1524,1 - Junior,System,Request,2 - Normal,2 - Medium,14.0
8048,408,4 - Management,Systems,Issue,2 - Normal,3 - High,3.0
43090,492,3 - Senior,Systems,Request,2 - Normal,3 - High,5.0
43326,1788,3 - Senior,,Request,2 - Normal,,1.0
39488,1794,2 - Regular,Systems,Request,2 - Normal,3 - High,
8797,1554,2 - Regular,Systems,Request,,0 - Unassigned,7.0
15070,722,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,18.0
44195,1553,1 - Junior,Systems,Issue,2 - Normal,0 - Unassigned,
43516,1948,3 - Senior,Hardware,Issue,2 - Normal,3 - High,20.0
14770,1687,1 - Junior,Access/Login,Request,,2 - Medium,2.0
2462,653,1 - Junior,Access/Login,Req,2 - Normal,1 - Low,2.0
34198,1490,,Systems,Request,2 - Normal,0 - Unassigned,24.0
46387,1780,3 - Senior,Systems,Request,2 - Normal,,10.0
36567,1524,1 - Junior,,Issue,2 - Normal,,1.0
13767,1351,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,13.0
5830,286,2 - Regular,Systems,,1 - Minor,0 - Unassigned,5.0
48686,878,2 - Regular,Systems,Req,2 - Normal,2 - Medium,7.0
13000,1315,,,Request,2 - Normal,0 - Unassigned,
6481,1085,2 - Regular,Systems,Request,2 - Normal,1 - Low,14.0
6266,1288,2 - Regular,Access/Login,Request,2 - Normal,,0.0
4538,707,2 - Regular,Software,,2 - Normal,0 - Unassigned,11.0
34197,1229,1 - Junior,Systems,Issue,2 - Normal,2 - Medium,15.0
49443,1826,,Systems,Request,2 - Normal,0 - Unassigned,19.0
15945,1050,2 - Regular,Hardware,Request,2 - Normal,,14.0
19956,323,4 - Management,Systems,,2 - Normal,3 - High,4.0
23050,755,3 - Senior,System,Request,2 - Normal,3 - High,0.0
28865,978,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,13.0
6654,1728,3 - Senior,Access/Login,Request,2 - Normal,1 - Low,0.0
43947,416,3 - Senior,,Request,2 - Normal,,
4281,1439,1 - Junior,Access/Login,Request,1 - Minor,3 - High,0.0
23820,1579,2 - Regular,Systems,Request,2 - Normal,3 - High,
47131,1904,1 - Junior,Software,Request,2 - Normal,2 - Medium,8.0
16736,1315,3 - Senior,Systems,Request,2 - Normal,3 - High,5.0
40532,881,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,15.0
13709,1929,1 - Junior,Systems,Request,2 - Normal,1 - Low,16.0
16543,1286,4 - Management,Software,Request,2 - Normal,3 - High,5.0
32189,1223,2 - Regular,Systems,Issue,3 - Major,0 - Unassigned,4.0
24667,1895,1 - Junior,Systems,Request,2 - Normal,3 - High,7.0
27763,453,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,2.0
8546,1956,2 - Regular,Software,Issue,2 - Normal,2 - Medium,5.0
2970,817,4 - Management,Systems,Request,2 - Normal,3 - High,14.0
7380,1395,2 - Regular,Software,Request,2 - Normal,1 - Low,6.0
10305,1228,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,13.0
41960,1389,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,
34064,1216,3 - Senior,Access/Login,Req,,3 - High,0.0
35599,182,4 - Management,,Request,,0 - Unassigned,5.0
31669,1412,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,10.0
24090,640,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0.0
31833,110,1 - Junior,Hardware,Request,,High Priority,30.0
42054,1020,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,28.0
44000,12,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,14.0
10368,154,2 - Regular,Software,Request,2 - Normal,2 - Medium,2.0
40410,1662,3 - Senior,Hardware,Req,2 - Normal,3 - High,11.0
21792,358,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,6.0
8437,896,,Systems,Issue,2 - Normal,0 - Unassigned,
35258,708,3 - Senior,System,Request,2 - Normal,3 - High,4.0
23745,1831,,Systems,Request,2 - Normal,3 - High,5.0
8069,1672,2 - Regular,Systems,Req,2 - Normal,0 - Unassigned,5.0
33939,1049,3 - Senior,Access/Login,Request,2 - Normal,3 - High,1.0
40117,66,2 - Regular,Hardware,,2 - Normal,High Priority,18.0
31579,817,4 - Management,Access/Login,Request,2 - Normal,3 - High,3.0
7503,231,4 - Management,Systems,Request,2 - Normal,3 - High,8.0
49133,823,1 - Junior,Systems,Request,2 - Normal,1 - Low,20.0
48175,1086,4 - Management,Access/Login,,2 - Normal,0 - Unassigned,0.0
10064,583,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,33.0
28344,239,2 - Regular,Systems,Request,2 - Normal,3 - High,14.0
18714,729,2 - Regular,Systems,Request,2 - Normal,2 - Medium,22.0
42784,1370,4 - Management,System,Issue,2 - Normal,0 - Unassigned,1.0
47945,168,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
2938,1282,1 - Junior,Hardware,Issue,1 - Minor,1 - Low,14.0
7607,1006,4 - Management,Hardware,Req,2 - Normal,0 - Unassigned,7.0
4051,1989,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
28694,193,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,8.0
7776,679,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
7923,686,1 - Junior,Systems,Request,2 - Normal,1 - Low,5.0
21585,1778,,Access/Login,Request,,0 - Unassigned,0.0
2755,1797,2 - Regular,Systems,Request,Unknown,High Priority,5.0
25433,1756,1 - Junior,,Issue,2 - Normal,0 - Unassigned,1.0
435,876,2 - Regular,Software,Req,2 - Normal,,7.0
1752,722,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0.0
8088,1279,1 - Junior,System,Request,2 - Normal,3 - High,
38868,1471,3 - Senior,Software,Request,2 - Normal,3 - High,2.0
8206,1120,4 - Management,Software,,2 - Normal,3 - High,5.0
12229,1195,1 - Junior,Access/Login,Issue,2 - Normal,2 - Medium,0.0
5310,1373,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0.0
41200,510,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,3.0
35355,557,2 - Regular,Systems,Req,2 - Normal,0 - Unassigned,17.0
27667,188,2 - Regular,Systems,Issue,,3 - High,
27784,1928,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
19898,1094,1 - Junior,Access/Login,Issue,2 - Normal,1 - Low,0.0
38062,1342,3 - Senior,Systems,Issue,2 - Normal,,2.0
44598,1150,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0.0
21709,1856,,Access/Login,Req,2 - Normal,2 - Medium,
32404,1791,4 - Management,Software,Request,Unknown,3 - High,11.0
4881,1415,2 - Regular,Systems,Req,2 - Normal,0 - Unassigned,2.0
24860,1884,2 - Regular,,Request,2 - Normal,3 - High,0.0
45417,1105,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
37735,778,1 - Junior,Hardware,,4 - Critical,1 - Low,11.0
6914,813,2 - Regular,Software,Issue,2 - Normal,3 - High,
38915,370,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,3.0
44821,250,2 - Regular,Systems,Issue,2 - Normal,3 - High,1.0
9403,616,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,5.0
7370,551,,Systems,Request,2 - Normal,3 - High,10.0
27438,547,2 - Regular,Software,Request,2 - Normal,3 - High,2.0
17676,619,1 - Junior,Hardware,,2 - Normal,1 - Low,12.0
24005,177,3 - Senior,Hardware,Issue,2 - Normal,3 - High,5.0
2653,56,1 - Junior,Systems,Request,3 - Major,0 - Unassigned,8.0
8135,1771,3 - Senior,System,Request,,3 - High,11.0
13228,1403,1 - Junior,Software,Request,Unknown,1 - Low,4.0
29349,1192,3 - Senior,Systems,,2 - Normal,3 - High,259.0
7489,58,1 - Junior,Systems,Request,2 - Normal,2 - Medium,23.0
48410,1802,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0.0
19172,772,3 - Senior,Access/Login,,2 - Normal,3 - High,0.0
1847,300,3 - Senior,Access/Login,Request,1 - Minor,3 - High,0.0
32118,1110,2 - Regular,Access/Login,Issue,2 - Normal,,0.0
33603,184,1 - Junior,Systems,Request,2 - Normal,1 - Low,5.0
14382,880,2 - Regular,Systems,,2 - Normal,2 - Medium,9.0
48628,339,2 - Regular,Hardware,Request,,2 - Medium,26.0
48893,557,2 - Regular,Systems,,2 - Normal,3 - High,5.0
33242,1503,1 - Junior,Systems,Request,2 - Normal,1 - Low,21.0
42755,18,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,2.0
36113,1271,2 - Regular,Systems,Issue,4 - Critical,0 - Unassigned,12.0
10624,237,1 - Junior,Systems,Issue,2 - Normal,1 - Low,4.0
309,1570,1 - Junior,Access/Login,Issue,2 - Normal,0 - Unassigned,0.0
2219,1994,1 - Junior,Software,Request,2 - Normal,3 - High,5.0
36232,1346,1 - Junior,,,,0 - Unassigned,0.0
3695,752,2 - Regular,Systems,Request,2 - Normal,1 - Low,16.0
12607,1595,3 - Senior,Systems,Request,2 - Normal,3 - High,
21073,1440,2 - Regular,Systems,Request,2 - Normal,1 - Low,14.0
47966,1417,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
46801,871,2 - Regular,Systems,Request,2 - Normal,1 - Low,-1.0
3427,599,2 - Regular,Systems,Request,2 - Normal,1 - Low,13.0
4763,1730,1 - Junior,Systems,Request,2 - Normal,,7.0
45823,1390,3 - Senior,System,Request,2 - Normal,3 - High,6.0
49571,1334,3 - Senior,Software,Request,2 - Normal,3 - High,11.0
18181,97,2 - Regular,,Request,2 - Normal,0 - Unassigned,3.0
39776,762,1 - Junior,Software,Issue,2 - Normal,0 - Unassigned,5.0
28670,1223,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,18.0
12005,423,4 - Management,Systems,Request,2 - Normal,3 - High,19.0
30417,941,2 - Regular,Hardware,,2 - Normal,1 - Low,28.0
11386,80,2 - Regular,Hardware,Request,2 - Normal,1 - Low,32.0
23490,678,3 - Senior,Access/Login,,2 - Normal,,1.0
40913,1044,2 - Regular,,Req,2 - Normal,0 - Unassigned,6.0
4754,339,2 - Regular,Hardware,,2 - Normal,,22.0
41992,554,2 - Regular,,Issue,,3 - High,5.0
7125,1787,3 - Senior,,Request,2 - Normal,3 - High,0.0
23321,567,4 - Management,,Request,2 - Normal,0 - Unassigned,11.0
47391,726,2 - Regular,Systems,Req,2 - Normal,2 - Medium,8.0
22289,1521,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,2.0
36727,771,1 - Junior,Systems,Issue,2 - Normal,2 - Medium,7.0
4634,873,3 - Senior,Systems,Issue,,,2.0
32212,593,4 - Management,,Request,2 - Normal,3 - High,5.0
27231,1967,3 - Senior,Hardware,Issue,2 - Normal,3 - High,8.0
25409,1423,2 - Regular,Systems,Request,2 - Normal,2 - Medium,141.0
13067,941,2 - Regular,Software,Issue,2 - Normal,2 - Medium,1.0
34563,1485,3 - Senior,Systems,,,0 - Unassigned,16.0
12924,1540,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
47489,1848,1 - Junior,Systems,Request,Unknown,1 - Low,13.0
33113,192,1 - Junior,Software,Request,2 - Normal,1 - Low,
34048,1590,4 - Management,System,Issue,2 - Normal,,3.0
17120,1473,,Access/Login,Request,2 - Normal,2 - Medium,109.0
42144,8,2 - Regular,Systems,Request,2 - Normal,3 - High,8.0
44656,798,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,6.0
30531,1350,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,11.0
12702,1598,4 - Management,Systems,Request,2 - Normal,3 - High,5.0
27500,926,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
10118,1278,4 - Management,Software,Request,,3 - High,3.0
35498,1335,4 - Management,Access/Login,Request,,0 - Unassigned,1.0
19207,57,2 - Regular,Systems,Request,1 - Minor,2 - Medium,10.0
2238,92,2 - Regular,Systems,Request,Unknown,,17.0
17988,713,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
37969,1307,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,9.0
30587,1477,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,1.0
32873,483,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
6004,1130,2 - Regular,Software,Request,2 - Normal,3 - High,4.0
47593,1045,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0.0
24413,282,2 - Regular,Systems,Request,2 - Normal,1 - Low,15.0
893,343,,Access/Login,Request,3 - Major,3 - High,0.0
49282,1437,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,
26611,235,3 - Senior,Access/Login,Req,2 - Normal,3 - High,
11782,955,1 - Junior,Access/Login,Issue,2 - Normal,3 - High,1.0
34301,100,,Access/Login,Request,2 - Normal,,0.0
35502,250,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
6888,463,2 - Regular,System,Request,2 - Normal,2 - Medium,5.0
11157,211,1 - Junior,Hardware,Issue,2 - Normal,0 - Unassigned,-1.0
25802,1379,3 - Senior,Software,,2 - Normal,3 - High,4.0
10372,545,1 - Junior,Software,Request,2 - Normal,2 - Medium,14.0
47323,1085,2 - Regular,Systems,Request,2 - Normal,1 - Low,5.0
21611,1623,2 - Regular,Software,Req,2 - Normal,2 - Medium,5.0
40686,1489,3 - Senior,System,Request,2 - Normal,2 - Medium,29.0
12535,314,,Hardware,Request,2 - Normal,0 - Unassigned,12.0
10489,377,3 - Senior,Systems,Issue,2 - Normal,High Priority,1.0
5725,135,,Software,Request,2 - Normal,3 - High,9.0
6450,1655,3 - Senior,Access/Login,Issue,2 - Normal,0 - Unassigned,
34264,1160,3 - Senior,Systems,Request,1 - Minor,3 - High,5.0
45527,1134,2 - Regular,Hardware,Request,2 - Normal,1 - Low,31.0
14551,1105,,Access/Login,Request,2 - Normal,3 - High,0.0
29887,546,3 - Senior,Systems,Request,3 - Major,3 - High,13.0
2992,769,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,5.0
26896,1422,2 - Regular,Systems,,2 - Normal,3 - High,16.0
32487,1610,2 - Regular,Software,Request,2 - Normal,,6.0
35014,7,4 - Management,Software,Request,2 - Normal,2 - Medium,9.0
16297,1045,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
22125,930,1 - Junior,Access/Login,Request,2 - Normal,3 - High,0.0
17306,408,,System,Request,2 - Normal,3 - High,0.0
32791,1430,4 - Management,Access/Login,Request,3 - Major,3 - High,0.0
27392,514,2 - Regular,Systems,,,3 - High,5.0
18501,1857,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,9.0
9118,412,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,1.0
41651,421,2 - Regular,Systems,Req,,0 - Unassigned,183.0
3451,351,2 - Regular,Systems,Issue,2 - Normal,3 - High,5.0
19019,974,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
48848,1940,4 - Management,Systems,Issue,2 - Normal,3 - High,8.0
49817,113,4 - Management,,Request,2 - Normal,3 - High,10.0
34455,38,4 - Management,Access/Login,Request,2 - Normal,1 - Low,2.0
40511,192,1 - Junior,Software,Issue,3 - Major,0 - Unassigned,5.0
46790,1093,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,8.0
48630,1690,4 - Management,Systems,,2 - Normal,3 - High,8.0
29677,1877,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,5.0
9921,1463,3 - Senior,System,,2 - Normal,3 - High,0.0
46727,1638,2 - Regular,Access/Login,Issue,2 - Normal,2 - Medium,0.0
2642,379,1 - Junior,Software,Request,2 - Normal,1 - Low,6.0
27314,708,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0.0
16685,1244,4 - Management,Software,,2 - Normal,3 - High,1.0
37806,1039,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
37947,669,3 - Senior,,Request,2 - Normal,High Priority,0.0
26123,1311,2 - Regular,,Request,2 - Normal,0 - Unassigned,6.0
7558,706,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
44841,817,,Software,Issue,3 - Major,3 - High,270.0
26806,1479,2 - Regular,Software,Request,2 - Normal,,3.0
41044,776,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
38533,329,4 - Management,Systems,Request,2 - Normal,2 - Medium,16.0
5729,960,,,Issue,2 - Normal,3 - High,2.0
14874,1378,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
26745,298,3 - Senior,Software,Issue,2 - Normal,3 - High,-1.0
25769,526,4 - Management,Software,Issue,2 - Normal,High Priority,3.0
27174,1500,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,14.0
23020,1465,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
6954,1732,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,29.0
5871,1961,4 - Management,Access/Login,,,0 - Unassigned,0.0
37478,1157,,Systems,,2 - Normal,3 - High,8.0
19483,557,2 - Regular,,,2 - Normal,,5.0
38297,1543,3 - Senior,Access/Login,Req,2 - Normal,3 - High,0.0
5937,534,,Systems,Issue,2 - Normal,1 - Low,10.0
31682,40,4 - Management,Systems,Request,2 - Normal,3 - High,5.0
17179,912,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
37751,27,,Systems,Request,2 - Normal,2 - Medium,24.0
30939,1296,3 - Senior,Software,Request,2 - Normal,3 - High,12.0
48462,451,4 - Management,Systems,Req,,3 - High,5.0
15732,162,,Systems,Request,2 - Normal,3 - High,5.0
24944,1498,3 - Senior,Hardware,Request,2 - Normal,0 - Unassigned,12.0
31913,805,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0.0
27704,1527,,Systems,Request,2 - Normal,1 - Low,9.0
34215,1937,2 - Regular,Access/Login,,2 - Normal,3 - High,0.0
45744,1125,2 - Regular,Hardware,Request,2 - Normal,,21.0
39817,883,,Systems,Req,2 - Normal,2 - Medium,
1339,1528,4 - Management,Systems,Request,,3 - High,8.0
25267,15,4 - Management,Software,Request,2 - Normal,3 - High,5.0
38801,396,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
5718,887,2 - Regular,Systems,Issue,4 - Critical,3 - High,6.0
14745,160,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1.0
39747,1507,2 - Regular,Access/Login,Req,2 - Normal,3 - High,0.0
4025,1947,3 - Senior,Systems,,,3 - High,1.0
47491,1868,2 - Regular,Systems,Request,,3 - High,18.0
27873,1510,3 - Senior,Software,Request,,2 - Medium,3.0
28354,601,2 - Regular,Software,Issue,2 - Normal,3 - High,9.0
41053,1439,1 - Junior,Systems,Request,2 - Normal,2 - Medium,7.0
33964,845,,Software,Request,2 - Normal,2 - Medium,2.0
39543,928,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,6.0
36335,1691,1 - Junior,System,Request,2 - Normal,2 - Medium,0.0
42975,220,,Software,Request,2 - Normal,1 - Low,10.0
38150,187,2 - Regular,Access/Login,,,3 - High,0.0
9749,379,1 - Junior,System,Issue,2 - Normal,1 - Low,0.0
1965,1969,3 - Senior,Software,Issue,4 - Critical,0 - Unassigned,
14944,1262,2 - Regular,System,Request,,1 - Low,3.0
47700,518,,Software,Request,2 - Normal,3 - High,3.0
12591,1391,4 - Management,Access/Login,Req,2 - Normal,0 - Unassigned,0.0
35254,518,4 - Management,Systems,Req,2 - Normal,3 - High,3.0
9637,173,4 - Management,,Issue,2 - Normal,,11.0
8291,991,2 - Regular,Hardware,Issue,2 - Normal,,7.0
28166,509,1 - Junior,Hardware,Request,1 - Minor,1 - Low,32.0
23211,75,2 - Regular,Systems,Issue,2 - Normal,3 - High,4.0
2216,1437,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
